Unnamed: 0,total_cup_points,species,variety,country_of_origin,processing_method,harvest_year,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,moisture
1184,79.17,Arabica,Bourbon,Guatemala,Washed / Wet,2017,7.33,7.42,7.33,7.42,7.5,7.42,8.67,9.33,9.33,7.42,0.1
1185,79.17,Arabica,Catuai,Honduras,Washed / Wet,2017,7.58,7,6.75,6.92,7,6.92,10,10,10,7,0.11
1186,79.17,Arabica,Bourbon,Guatemala,Washed / Wet,2016,7.08,7,6.92,7.42,7,6.92,10,10,10,6.83,0.11
1187,79.17,Arabica,Catuai,Guatemala,Washed / Wet,2015,7.25,7.17,6.75,7.25,7,6.92,10,10,10,6.83,0.11
1188,79.17,Arabica,Catuai,Costa Rica,Washed / Wet,2012,7.17,7.42,7.5,8,7.25,7.83,10,10,6.67,7.33,0.1
1189,79.17,Arabica,Typica,Mexico,Washed / Wet,2012,7.25,7.08,6.92,7.08,7.17,7.17,9.33,10,10,7.17,0.14
1190,79.17,Arabica,Typica,Mexico,Washed / Wet,2012,7.17,6.92,6.92,7.08,7.17,7,10,10,10,6.92,0.14
1191,79.17,Arabica,Typica,Mexico,Washed / Wet,2009,6.75,6.75,6.83,7.25,7.58,7.08,10,10,10,6.92,0.01
1192,79.08,Arabica,Bourbon,Guatemala,Washed / Wet,2017,7.58,7.67,7.42,7.42,7.67,7.67,8.67,8.67,8.67,7.67,0.1
1193,79.08,Arabica,Other,Others,Washed / Wet,2013,7.42,7.08,6.75,7.33,7.33,6.92,10,9.33,10,6.92,0.13
1194,79.08,Arabica,Typica,Mexico,Washed / Wet,2012,7.33,7,6.92,7.25,7.33,7.08,9.33,10,10,6.83,0.16
1195,79.08,Arabica,Mundo Novo,Mexico,Washed / Wet,2012,7.25,7.08,6.75,7.33,7.42,7,9.33,10,10,6.92,0.11
1196,79.08,Arabica,Typica,Mexico,Washed / Wet,2012,7.17,7.25,7.25,7.17,7.25,7.08,9.33,9.33,10,7.25,0.1
1197,79.08,Arabica,Caturra,Mexico,Washed / Wet,2012,6.75,6.75,6.42,6.83,7.58,7.5,10,10,10,7.25,0.1
1198,79,Arabica,Other,Guatemala,Washed / Wet,2014,7.33,7.17,6.58,7.42,7.08,6.83,10,10,10,6.58,0.12
1199,79,Arabica,Other,Honduras,Washed / Wet,2014,7,7,7,7,7,7,10,10,10,7,0.11
1200,79,Arabica,Typica,Others,Washed / Wet,2012,7.67,7.17,7.08,7.25,8,7.5,8.67,9.33,9.33,7,0
1201,79,Arabica,Mundo Novo,Mexico,Natural / Dry,2012,6.75,7.08,6.67,7.25,7.17,7.08,10,10,10,7,0.12
1202,79,Arabica,Typica,Mexico,Semi-washed / Semi-pulped,2012,7.5,7.17,6.92,7.5,7.25,7,8.67,10,10,7,0.14
1203,79,Arabica,Typica,Mexico,Washed / Wet,2012,7.17,6.83,6.83,7.25,7.17,6.92,10,10,10,6.83,0.14
1204,78.92,Arabica,Typica,Mexico,Washed / Wet,2013,7.33,7,6.75,7.08,7.17,7.25,9.33,10,10,7,0.12
1205,78.92,Arabica,Typica,Mexico,Washed / Wet,2012,7.5,7,6.92,7.08,6.92,6.75,10,10,10,6.75,0.16
1206,78.83,Arabica,Caturra,Others,Other,2016,7.17,7,6.92,7,7,7,10,10,10,6.75,0.1
1207,78.75,Arabica,Caturra,United States (Hawaii),Natural / Dry,2013,7.5,6.92,6.92,7.25,7.58,7.42,9.33,9.33,9.33,7.17,0.12
1208,78.75,Arabica,Bourbon,Guatemala,Washed / Wet,2013,7.33,7.08,6.33,7.25,7,7,10,10,10,6.75,0.12
1209,78.75,Arabica,Typica,Mexico,Washed / Wet,2012,7.25,6.83,6.83,7,7.17,7,10,10,10,6.67,0.14
1210,78.75,Arabica,Typica,Mexico,Semi-washed / Semi-pulped,2012,7.25,7.33,7.17,7.25,7.08,7,8.67,10,10,7,0.14
1211,78.75,Arabica,Bourbon,Mexico,Washed / Wet,2012,7.67,7.17,6.83,7.33,7.58,7.17,9.33,10,8.67,7,0.12
1212,78.67,Arabica,Typica,Others,Washed / Wet,2013,7,6.92,6.83,7.17,7.17,7.17,10,10,9.33,7.08,0
1213,78.67,Arabica,Caturra,Mexico,Washed / Wet,2012,6.92,6.92,6.67,7.25,7.17,6.92,10,10,10,6.83,0.13
1214,78.58,Arabica,Caturra,Others,Washed / Wet,2016,7.08,7,6.75,6.83,7.08,6.92,10,10,10,6.92,0.1
1215,78.58,Arabica,Caturra,Others,Natural / Dry,2014,6.83,7.08,6.92,6.75,7.25,7.08,10,10,10,6.67,0.11
1216,78.58,Arabica,Other,Guatemala,Washed / Wet,2014,7.33,7.17,6.92,7.58,7.25,7.17,8.67,9.33,10,7.17,0.12
1217,78.58,Arabica,Typica,Taiwan,Washed / Wet,2013,6.83,6.75,7.17,7.25,7,6.92,10,10,10,6.67,0.1
1218,78.58,Arabica,Typica,Mexico,Washed / Wet,2012,7,7,6.75,7.33,6.92,6.92,10,10,10,6.67,0.13
1219,78.58,Arabica,Typica,Mexico,Washed / Wet,2012,7.92,7.58,7.58,7.92,7.92,7.5,8,6.67,10,7.5,0.1
1220,78.58,Arabica,Caturra,United States (Hawaii),Washed / Wet,2012,7.92,6.83,7.08,7.42,6.75,7.33,8.67,9.33,10,7.25,0
1221,78.5,Arabica,Bourbon,Mexico,Washed / Wet,2014,7.25,6.75,6.92,6.92,7.25,7.58,9.33,9.33,10,7.17,0
1222,78.5,Arabica,Typica,Mexico,Washed / Wet,2012,7.08,6.83,6.83,7,7,6.92,10,10,10,6.83,0.12
1223,78.5,Arabica,Caturra,Mexico,Washed / Wet,2012,7.25,7.17,7,6.83,7.58,7.08,8.67,10,10,6.92,0.13
1224,78.42,Arabica,Catuai,Brazil,Natural / Dry,2015,6.83,7,6.92,7.08,6.92,6.83,10,10,10,6.83,0.12
1225,78.42,Arabica,Typica,Mexico,Washed / Wet,2012,7.58,7.17,7,7.17,7.33,7,8,10,10,7.17,0.14
1226,78.33,Arabica,Hawaiian Kona,United States (Hawaii),Natural / Dry,2014,7.5,7.75,7.58,7.83,7.92,7.92,7.33,8,8.67,7.83,0.1
1227,78.33,Arabica,Other,Guatemala,Washed / Wet,2014,7.17,6.5,6.67,7,7.17,7.17,10,10,10,6.67,0.1
1228,78.33,Arabica,Bourbon,Guatemala,Washed / Wet,2012,7.17,7.17,6.5,7.17,7,6.83,10,10,10,6.5,0.11
1229,78.33,Arabica,Typica,Mexico,Natural / Dry,2012,7.25,7.25,7,7.5,7.33,7.42,8,9.33,10,7.75,0.13
1230,78.33,Arabica,Bourbon,Guatemala,Washed / Wet,2012,7.17,6.08,6.17,7.25,7.33,7.33,10,10,10,7,0.11
1231,78.25,Arabica,Hawaiian Kona,United States (Hawaii),Natural / Dry,2014,7.5,7.5,7.33,7.58,7.5,7.42,8.67,8.67,8.67,7.42,0.11
1232,78.25,Arabica,Hawaiian Kona,United States (Hawaii),Natural / Dry,2012,7.42,7.33,7.33,7.5,7.67,7.75,8,8.67,9.33,7.25,0.11
1233,78.17,Arabica,Other,Others,Washed / Wet,2016,6.92,6.83,6.92,6.92,6.92,6.83,10,10,10,6.83,0.13
1234,78.08,Arabica,Typica,Mexico,Washed / Wet,2012,7.08,6.83,6.67,7.25,7.25,6.92,10,9.33,10,6.75,0.11
1235,78,Arabica,Yellow Bourbon,Taiwan,Washed / Wet,2016,7.5,7.08,7.33,7.17,7.5,7.5,6.67,10,10,7.25,0
1236,78,Arabica,Other,Honduras,Natural / Dry,2014,6.83,7,6.67,7,7,6.83,10,10,10,6.67,0.11
1237,78,Arabica,Hawaiian Kona,United States (Hawaii),Natural / Dry,2014,7.58,7.33,7.5,7.42,7.5,7.33,8,8.67,9.33,7.33,0.12
1238,78,Arabica,Other,Guatemala,Washed / Wet,2014,7.42,7.25,6.83,7.33,7,6.92,9.33,9.33,9.33,7.25,0.1
1239,78,Arabica,Typica,Others,Washed / Wet,2013,7.33,7.17,6.92,7.08,7.33,7,9.33,9.33,9.33,7.17,0.1
1240,78,Arabica,Bourbon,Guatemala,Washed / Wet,2013,7,6.83,6.83,7.17,6.67,6.83,10,10,10,6.67,0.11
1241,78,Arabica,Other,Mexico,Washed / Wet,2012,7.25,7.33,7,7,7.25,7.08,10,10,8,7.08,0.12
1242,78,Arabica,Caturra,Colombia,Washed / Wet,2012,7.42,7.17,7,7.17,7.67,7.17,8.67,9.33,9.33,7.08,0.1
1243,77.92,Arabica,Caturra,Costa Rica,Washed / Wet,2014,7.5,7.25,7.42,7,7.08,6.83,8.67,9.33,10,6.83,0.12
1244,77.92,Arabica,Typica,Mexico,Washed / Wet,2012,7.42,7.25,7,7,7.25,7.08,8,10,10,6.92,0.11
1245,77.92,Arabica,Bourbon,Guatemala,Washed / Wet,2012,7.17,6.17,6.17,7.08,7.33,6.83,10,10,10,7.17,0.11
1246,77.83,Arabica,Caturra,Others,Washed / Wet,2016,7.42,7,7,7.17,7.08,7,9.33,8.67,10,7.17,0.1
1247,77.83,Arabica,Caturra,Brazil,Washed / Wet,2014,7,6.75,6.67,6.83,7.08,6.83,10,10,10,6.67,0.11
1248,77.83,Arabica,Bourbon,Guatemala,Washed / Wet,2013,7,6.83,6.67,7.17,6.83,6.83,10,10,10,6.5,0.11
1249,77.67,Arabica,Typica,Taiwan,Washed / Wet,2012,7.17,6.75,6.58,7.33,7.33,7.17,9.33,9.33,10,6.67,0.11
1250,77.58,Arabica,Caturra,United States (Hawaii),Natural / Dry,2013,7.58,7.67,7.58,7.67,7.42,7.42,9.33,9.33,6,7.58,0.12
1251,77.5,Arabica,Typica,Mexico,Washed / Wet,2012,7.17,6.75,6.58,6.75,6.83,6.75,10,10,10,6.67,0.13
1252,77.42,Arabica,Bourbon,Guatemala,Washed / Wet,2013,7.08,6.92,6.33,7,6.92,7,10,10,10,6.17,0.11
1253,77.33,Arabica,Bourbon,Brazil,Natural / Dry,2018,7.5,7.33,7.42,7.58,7.58,6.92,8,8,10,7,0
1254,77.33,Arabica,Other,Guatemala,Washed / Wet,2014,7.33,7,6.83,7.17,7.17,7.17,9.33,9.33,9.33,6.67,0.1
1255,77.33,Arabica,Typica,Mexico,Washed / Wet,2012,7.33,7,6.67,7,6.92,6.92,9.33,9.33,10,6.83,0.15
1256,77.25,Arabica,Typica,Others,Washed / Wet,2013,6.83,6.83,6.83,6.75,6.92,6.92,9.33,10,10,6.83,0.1
1257,77.25,Arabica,Caturra,United States (Hawaii),Natural / Dry,2013,7.08,6.92,6.83,6.67,7.58,7.42,8.67,9.33,10,6.75,0.12
1258,77.17,Arabica,Other,Mexico,Washed / Wet,2012,7.08,7,7,7.25,7.33,7.25,8.67,8.67,10,6.92,0.12
1259,77,Arabica,Caturra,Others,Washed / Wet,2014,7.42,7.75,7.42,7.67,7.92,7.83,8.67,5.33,9.33,7.67,0
1260,76.83,Arabica,Caturra,Others,Natural / Dry,2016,7.67,7.33,7.17,6.67,7.17,7.42,9.33,10,6.67,7.42,0
1261,76.75,Arabica,Typica,Mexico,Washed / Wet,2009,6.67,6.33,6.42,6.83,7,6.92,10,10,10,6.58,0
1262,76.5,Arabica,Bourbon,Guatemala,Washed / Wet,2012,6.42,6.5,6.5,7.33,6.33,6.92,10,10,10,6.5,0.12
1263,76.42,Arabica,Typica,Mexico,Washed / Wet,2012,7.17,6.58,6.58,7,7.25,6.58,9.33,9.33,10,6.58,0.13
1264,76.33,Arabica,Bourbon,Guatemala,Washed / Wet,2012,7.5,7,6.83,7.5,7.17,7.33,8.67,8.67,8.67,7,0.11
1265,76.33,Arabica,Bourbon,Guatemala,Washed / Wet,2012,6.17,6.5,6.5,7.17,7,6.83,10,10,10,6.17,0.11
1266,76.25,Arabica,Hawaiian Kona,United States (Hawaii),Natural / Dry,2014,7.25,7.08,6.83,7.17,7.33,6.83,8.67,8.67,9.33,7.08,0
1267,76.17,Arabica,Caturra,United States (Hawaii),Natural / Dry,2013,7.5,7.33,7.33,7.58,7.67,7.25,8,8,8,7.5,0
1268,76.17,Arabica,Typica,Mexico,Washed / Wet,2012,7.42,7,6.83,7.08,6.92,6.83,7.33,10,10,6.75,0.16
1269,76.17,Arabica,Other,Others,Natural / Dry,2011,7.33,7,6.5,6.08,7.58,6.33,9.33,10,9.33,6.67,0.12
1270,76.08,Arabica,Bourbon,Mexico,Washed / Wet,2012,7.08,6.83,6.83,7.17,7.17,7.08,10,7.33,10,6.58,0.12
1271,76,Arabica,Other,Honduras,Natural / Dry,2014,6.83,6.83,6.67,6.83,7,6.83,9.33,8.67,10,7,0.11
1272,75.83,Arabica,Caturra,Others,Washed / Wet,2012,6.83,6.5,6.5,6.92,6.75,7,9.33,10,9.33,6.67,0.12
1273,75.67,Arabica,Caturra,Brazil,Natural / Dry,2018,7.17,7,6.83,7.5,7.17,7,8,8,10,7,0.11
1274,75.58,Arabica,Bourbon,Guatemala,Washed / Wet,2012,7.92,7.58,7.17,7.58,7.33,7.17,8,8,8,6.83,0.11
1275,75.58,Arabica,Bourbon,Guatemala,Washed / Wet,2012,6.67,6.5,6.33,7,7.17,6.75,8.67,10,10,6.5,0.12
1276,75.5,Arabica,Other,Mexico,Washed / Wet,2012,7.5,7.25,6.92,7,7.17,6.83,8,8,10,6.83,0.11
1277,75.17,Arabica,Mundo Novo,Mexico,Washed / Wet,2012,7.17,6.92,6.67,6.83,7.25,7.75,10,6,10,6.58,0.11
1278,75.17,Arabica,Other,Mexico,Washed / Wet,2012,7.25,6.83,6.67,7.08,7.17,6.83,10,6.67,10,6.67,0.12
1279,75.17,Arabica,Typica,Mexico,Washed / Wet,2012,7.17,7.17,6.83,7.17,7.42,6.67,8.67,7.33,10,6.75,0.13
1280,75,Arabica,Typica,Mexico,Washed / Wet,2012,7,6.92,6.75,6.92,7.17,6.83,10,6.67,10,6.75,0.14
1281,74.92,Arabica,Typica,Mexico,Washed / Wet,2012,7.08,6.75,6.58,7,7,6.75,8.67,8.67,10,6.42,0.17
1282,74.83,Arabica,Typica,Mexico,Washed / Wet,2012,7.33,6.75,6.67,7.25,7.5,7,10,5.33,10,7,0.12
1283,74.75,Arabica,Bourbon,Guatemala,Washed / Wet,2012,6.75,6.5,6.17,7,7.25,6.75,8,10,10,6.33,0.11
1284,74.75,Arabica,Bourbon,Guatemala,Washed / Wet,2012,6.75,6.67,6.17,7.17,7,6.58,8,10,10,6.42,0.11
1285,74.67,Arabica,Typica,Mexico,Washed / Wet,2013,7.08,7,6.83,7.5,7.33,6.83,8,7.33,10,6.75,0.12
1286,74.42,Arabica,Hawaiian Kona,United States (Hawaii),Natural / Dry,2014,7.5,7.25,7,7.25,7.42,7.33,8,8.67,6.67,7.33,0
1287,74.33,Arabica,Bourbon,Guatemala,Washed / Wet,2013,6.5,6.33,6.5,7.5,7.33,6.83,8.67,10,8.67,6,0.11
1288,74.33,Arabica,Typica,Mexico,Washed / Wet,2012,7,6.58,6.67,6.83,7.08,6.83,10,6.67,10,6.67,0.14
1289,74,Arabica,Typica,Mexico,Washed / Wet,2012,6.92,6.42,6.17,7.33,7.25,6.75,10,6.67,10,6.5,0.13
1290,73.83,Arabica,Typica,Mexico,Washed / Wet,2012,7.67,7,7.17,7.58,7.33,7.33,10,2.67,10,7.08,0.12
1291,73.67,Arabica,Hawaiian Kona,United States (Hawaii),Natural / Dry,2012,7.17,7.17,7.17,7.58,7.67,6.92,9.33,6.67,6.67,7.33,0
1292,73.5,Arabica,Caturra,Brazil,Washed / Wet,2016,7.25,6.58,6.58,7,7,6.42,8,8,10,6.67,0.11
1293,73.42,Arabica,Other,Honduras,Washed / Wet,2014,7,7.17,6.83,7.17,7,7.17,8,8,8,7.08,0.11
1294,72.92,Arabica,Typica,Mexico,Washed / Wet,2014,7.08,7.08,6.92,7.08,6.92,6.92,8,8,8,6.92,0
1295,72.83,Arabica,Caturra,Colombia,Natural / Dry,2013,8,7.33,7.75,7.33,7.42,7.67,6.67,6.67,6.67,7.33,0
1296,72.58,Arabica,Hawaiian Kona,United States (Hawaii),Natural / Dry,2014,6.92,6.92,6.92,7.5,7.58,7.17,6.67,6.67,9.33,6.92,0.11
1297,72.33,Arabica,Caturra,Others,Washed / Wet,2010,6.92,6.75,7.08,7.17,7.33,6.67,10,5.33,8.67,6.42,0.08
1298,71.75,Arabica,Caturra,Costa Rica,Washed / Wet,2014,6.33,6.5,6.33,6.83,6.33,6.5,10,6.67,10,6.25,0.11
1299,71.08,Arabica,Mundo Novo,Mexico,Washed / Wet,2012,6.92,6.92,6.92,6.92,7.17,7,10,2.67,10,6.58,0.12
1300,71,Arabica,Bourbon,Mexico,Washed / Wet,2012,6.5,6.67,6.42,7.17,7.33,6.5,8,6,10,6.42,0.11
1301,70.75,Arabica,Typica,Mexico,Washed / Wet,2014,6.92,7,6.83,6.92,7.42,6.92,6,6,10,6.75,0.12
1302,70.67,Arabica,Caturra,Brazil,Natural / Dry,2018,7,7,6.83,7,7.33,6.83,6,6,10,6.67,0.11
1303,69.33,Arabica,Catuai,Honduras,Washed / Wet,2014,6.67,6.5,6.17,6.67,6.83,6.17,8,8,8,6.33,0.1
1304,69.17,Arabica,Catuai,Honduras,Washed / Wet,2014,7,6.17,6.17,6.67,6.5,6.17,8,8,8,6.5,0.1
1305,69.17,Arabica,Catuai,Honduras,Washed / Wet,2014,7,6.33,6.17,6.5,6.67,6.17,8,8,8,6.33,0.1
1306,68.33,Arabica,Bourbon,Mexico,Washed / Wet,2012,7.08,6.83,6.25,7.42,7.25,6.75,10,0,10,6.75,0.11
1307,67.92,Arabica,Typica,Others,Natural / Dry,2012,6.75,6.58,6.42,6.67,7.08,6.67,9.33,6,6,6.42,0.14
1308,63.08,Arabica,Caturra,Others,Other,2016,7.25,6.58,6.33,6.25,6.42,6.08,6,6,6,6.17,0.13
1309,59.83,Arabica,Catuai,Guatemala,Washed / Wet,2012,7.5,6.67,6.67,7.67,7.33,6.67,8,1.33,1.33,6.67,0.1
1310,0,Arabica,Caturra,Honduras,Washed / Wet,2017,0,0,0,0,0,0,0,0,0,0,0.12
1311,83.75,Robusta,Caturra,Uganda,Washed / Wet,2013,7.83,8.08,7.75,7.92,8.25,7.92,10,10,8,8,0.12
1312,83.5,Robusta,Caturra,Others,Washed / Wet,2017,8,7.75,7.92,8,7.92,7.92,10,10,8,8,0
1313,83.25,Robusta,Caturra,Others,Washed / Wet,2015,7.92,7.83,7.92,8,7.83,7.92,10,10,7.83,8,0
1314,83,Robusta,Caturra,Uganda,Washed / Wet,2013,8,7.92,7.92,7.75,7.83,7.75,10,10,7.75,8.08,0.12
1315,83,Robusta,Caturra,Uganda,Washed / Wet,2013,8.33,7.83,7.83,7.75,8.25,7.75,10,10,7.58,7.67,0.12
1316,82.75,Robusta,Caturra,Others,Washed / Wet,2012,8,7.92,7.67,8,7.75,7.92,10,10,7.75,7.75,0
1317,82.58,Robusta,Caturra,Others,Washed / Wet,2014,7.67,7.75,7.83,7.83,7.92,7.75,10,10,8,7.83,0
1318,82.5,Robusta,Caturra,Others,Washed / Wet,2017,7.67,7.75,7.83,7.67,7.92,7.83,10,10,7.92,7.92,0.1
1319,82.5,Robusta,Other,Others,Washed / Wet,2015,7.67,7.75,7.58,7.83,7.83,8,10,10,7.92,7.92,0.09
1320,82.42,Robusta,Caturra,Uganda,Washed / Wet,2014,7.67,7.83,7.83,7.83,7.92,7.75,10,10,7.75,7.83,0.12
1321,81.75,Robusta,Caturra,Uganda,Washed / Wet,2014,7.58,7.92,7.75,7.83,7.5,7.67,10,10,7.67,7.83,0.12
1322,81.58,Robusta,Other,Others,Natural / Dry,2015,7.67,7.83,7.75,7.5,7.75,7.58,10,10,7.75,7.75,0.11
1323,81.58,Robusta,Caturra,Others,Washed / Wet,2014,7.58,7.58,7.67,7.58,7.67,7.67,10,10,7.5,8.33,0
1324,81.5,Robusta,Caturra,Uganda,Washed / Wet,2013,8,7.75,7.75,7.58,7.67,7.5,10,10,7.58,7.67,0.11
1325,81.5,Robusta,Caturra,Uganda,Washed / Wet,2014,8,7.67,7.75,7.5,7.67,7.58,10,10,7.58,7.75,0.12
1326,81.42,Robusta,Caturra,Others,Washed / Wet,2015,7.75,7.75,7.67,7.67,7.58,7.58,10,10,7.58,7.83,0
1327,81.25,Robusta,Caturra,Others,Natural / Dry,2013,7.5,7.5,7.25,7.83,7.67,7.83,10,10,7.83,7.83,0.13
1328,80.92,Robusta,Caturra,Uganda,Washed / Wet,2013,7.33,7.58,7.5,7.75,7.75,7.67,10,10,7.75,7.58,0.12
1329,80.58,Robusta,Caturra,Uganda,Washed / Wet,2013,7.83,7.58,7.33,7.67,7.5,7.5,10,10,7.75,7.42,0.12
1330,80.5,Robusta,Caturra,Uganda,Washed / Wet,2013,7.75,7.42,7.33,7.58,7.67,7.58,10,10,7.67,7.5,0.12
1331,80.17,Robusta,Caturra,Others,Washed / Wet,2014,7.67,7.67,7.5,7.33,7.58,7.5,10,10,7.42,7.5,0
1332,80.17,Robusta,Caturra,Others,Natural / Dry,2013,7.58,7.42,7.42,7.83,7.42,7.5,10,10,7.42,7.58,0
1333,79.33,Robusta,Other,Others,Natural / Dry,2012,7.92,7.5,7.42,7.42,7.42,7.42,9.33,10,7.58,7.33,0
1334,78.75,Robusta,Caturra,Others,Washed / Wet,2016,7.75,7.58,7.33,7.58,5.08,7.83,10,10,7.75,7.83,0
1335,78.08,Robusta,Caturra,Others,Washed / Wet,2016,7.5,7.67,7.75,7.75,5.17,5.25,10,10,8.42,8.58,0
1336,77.17,Robusta,Caturra,Others,Natural / Dry,2014,7.33,7.33,7.17,7.42,7.5,7.17,9.33,9.33,7.42,7.17,0
1337,75.08,Robusta,Caturra,Others,Natural / Dry,2013,7.42,6.83,6.75,7.17,7.25,7,9.33,9.33,7.08,6.92,0.1
1338,73.75,Robusta,Caturra,Others,Natural / Dry,2013,6.75,6.67,6.5,6.83,6.92,6.83,9.33,9.33,6.67,7.92,0.12
